filepath,label,split
C:/Users/Ankit/.cache/kagglehub/datasets/devbatrax/fracture-detection-using-x-ray-images/versions/1/data/train/not fractured/40-rotated3-rotated1-rotated1-rotated1.jpg,NOT_FRACTURED,train
C:/Users/Ankit/.cache/kagglehub/datasets/devbatrax/fracture-detection-using-x-ray-images/versions/1/data/train/fractured/91-rotated3-rotated2-rotated3.jpg,FRACTURED,train
C:/Users/Ankit/.cache/kagglehub/datasets/devbatrax/fracture-detection-using-x-ray-images/versions/1/data/train/not fractured/25-rotated1-rotated2-rotated3.jpg,NOT_FRACTURED,train
C:/Users/Ankit/.cache/kagglehub/datasets/devbatrax/fracture-detection-using-x-ray-images/versions/1/data/train/not fractured/55-rotated3-rotated3-rotated2-rotated1.jpg,NOT_FRACTURED,train
C:/Users/Ankit/.cache/kagglehub/datasets/devbatrax/fracture-detection-using-x-ray-images/versions/1/data/train/not fractured/26-rotated2.jpg,NOT_FRACTURED,train
C:/Users/Ankit/.cache/kagglehub/datasets/devbatrax/fracture-detection-using-x-ray-images/versions/1/data/train/fractured/95-rotated3-rotated2-rotated3.jpg,FRACTURED,train
C:/Users/Ankit/.cache/kagglehub/datasets/devbatrax/fracture-detection-using-x-ray-images/versions/1/data/train/fractured/38-rotated2-rotated2-rotated3.jpg,FRACTURED,train
C:/Users/Ankit/.cache/kagglehub/datasets/devbatrax/fracture-detection-using-x-ray-images/versions/1/data/train/fractured/72-rotated2-rotated3-rotated3.jpg,FRACTURED,train
C:/Users/Ankit/.cache/kagglehub/datasets/devbatrax/fracture-detection-using-x-ray-images/versions/1/data/train/not fractured/22-rotated1-rotated3-rotated3.jpg,NOT_FRACTURED,train
C:/Users/Ankit/.cache/kagglehub/datasets/devbatrax/fracture-detection-using-x-ray-images/versions/1/data/train/fractured/50-rotated2-rotated1-rotated3.jpg,FRACTURED,train
C:/Users/Ankit/.cache/kagglehub/datasets/devbatrax/fracture-detection-using-x-ray-images/versions/1/data/train/fractured/81-rotated2.jpg,FRACTURED,test
C:/Users/Ankit/.cache/kagglehub/datasets/devbatrax/fracture-detection-using-x-ray-images/versions/1/data/train/fractured/67-rotated1-rotated3-rotated3.jpg,FRACTURED,train
C:/Users/Ankit/.cache/kagglehub/datasets/devbatrax/fracture-detection-using-x-ray-images/versions/1/data/train/not fractured/15-rotated3-rotated1.jpg,NOT_FRACTURED,train
C:/Users/Ankit/.cache/kagglehub/datasets/devbatrax/fracture-detection-using-x-ray-images/versions/1/data/train/fractured/93-rotated2-rotated3-rotated2.jpg,FRACTURED,test
C:/Users/Ankit/.cache/kagglehub/datasets/devbatrax/fracture-detection-using-x-ray-images/versions/1/data/train/fractured/50-rotated1-rotated3-rotated1.jpg,FRACTURED,train
C:/Users/Ankit/.cache/kagglehub/datasets/devbatrax/fracture-detection-using-x-ray-images/versions/1/data/train/not fractured/10-rotated2-rotated1-rotated2-rotated1.jpg,NOT_FRACTURED,train
C:/Users/Ankit/.cache/kagglehub/datasets/devbatrax/fracture-detection-using-x-ray-images/versions/1/data/train/not fractured/68-rotated1-rotated1-rotated1.jpg,NOT_FRACTURED,train
C:/Users/Ankit/.cache/kagglehub/datasets/devbatrax/fracture-detection-using-x-ray-images/versions/1/data/train/fractured/28-rotated1-rotated1-rotated3.jpg,FRACTURED,train
C:/Users/Ankit/.cache/kagglehub/datasets/devbatrax/fracture-detection-using-x-ray-images/versions/1/data/train/fractured/46-rotated2-rotated3.jpg,FRACTURED,train
C:/Users/Ankit/.cache/kagglehub/datasets/devbatrax/fracture-detection-using-x-ray-images/versions/1/data/train/fractured/108-rotated3-rotated2-rotated2.jpg,FRACTURED,train
C:/Users/Ankit/.cache/kagglehub/datasets/devbatrax/fracture-detection-using-x-ray-images/versions/1/data/train/fractured/54-rotated1-rotated2-rotated3.jpg,FRACTURED,train
C:/Users/Ankit/.cache/kagglehub/datasets/devbatrax/fracture-detection-using-x-ray-images/versions/1/data/train/not fractured/19-rotated1-rotated3-rotated3.jpg,NOT_FRACTURED,train
C:/Users/Ankit/.cache/kagglehub/datasets/devbatrax/fracture-detection-using-x-ray-images/versions/1/data/train/not fractured/65-rotated1-rotated1-rotated2.jpg,NOT_FRACTURED,train
C:/Users/Ankit/.cache/kagglehub/datasets/devbatrax/fracture-detection-using-x-ray-images/versions/1/data/train/fractured/103-rotated1-rotated3-rotated3.jpg,FRACTURED,train
C:/Users/Ankit/.cache/kagglehub/datasets/devbatrax/fracture-detection-using-x-ray-images/versions/1/data/train/fractured/89-rotated2-rotated3-rotated3.jpg,FRACTURED,train
C:/Users/Ankit/.cache/kagglehub/datasets/devbatrax/fracture-detection-using-x-ray-images/versions/1/data/train/not fractured/40-rotated3-rotated2-rotated2.jpg,NOT_FRACTURED,train
C:/Users/Ankit/.cache/kagglehub/datasets/devbatrax/fracture-detection-using-x-ray-images/versions/1/data/train/not fractured/13-rotated2-rotated2-rotated3.jpg,NOT_FRACTURED,train
C:/Users/Ankit/.cache/kagglehub/datasets/devbatrax/fracture-detection-using-x-ray-images/versions/1/data/val/fractured/9-rotated1-rotated3.jpg,FRACTURED,train
C:/Users/Ankit/.cache/kagglehub/datasets/devbatrax/fracture-detection-using-x-ray-images/versions/1/data/val/fractured/5-rotated2-rotated1-rotated2.jpg,FRACTURED,train
C:/Users/Ankit/.cache/kagglehub/datasets/devbatrax/fracture-detection-using-x-ray-images/versions/1/data/train/not fractured/57-rotated2-rotated1-rotated1-rotated1.jpg,NOT_FRACTURED,train
C:/Users/Ankit/.cache/kagglehub/datasets/devbatrax/fracture-detection-using-x-ray-images/versions/1/data/train/fractured/44-rotated3-rotated3-rotated3.jpg,FRACTURED,test
C:/Users/Ankit/.cache/kagglehub/datasets/devbatrax/fracture-detection-using-x-ray-images/versions/1/data/train/not fractured/59-rotated2.jpg,NOT_FRACTURED,train
C:/Users/Ankit/.cache/kagglehub/datasets/devbatrax/fracture-detection-using-x-ray-images/versions/1/data/train/fractured/31-rotated3.jpg,FRACTURED,train
C:/Users/Ankit/.cache/kagglehub/datasets/devbatrax/fracture-detection-using-x-ray-images/versions/1/data/train/fractured/39-rotated1-rotated2-rotated3.jpg,FRACTURED,test
C:/Users/Ankit/.cache/kagglehub/datasets/devbatrax/fracture-detection-using-x-ray-images/versions/1/data/train/not fractured/23-rotated1-rotated2-rotated2.jpg,NOT_FRACTURED,train
C:/Users/Ankit/.cache/kagglehub/datasets/devbatrax/fracture-detection-using-x-ray-images/versions/1/data/train/fractured/79-rotated1-rotated1-rotated3.jpg,FRACTURED,train
C:/Users/Ankit/.cache/kagglehub/datasets/devbatrax/fracture-detection-using-x-ray-images/versions/1/data/val/not fractured/3-rotated3-rotated3-rotated2-rotated1.jpg,NOT_FRACTURED,train
C:/Users/Ankit/.cache/kagglehub/datasets/devbatrax/fracture-detection-using-x-ray-images/versions/1/data/train/not fractured/45-rotated1-rotated3-rotated2-rotated1.jpg,NOT_FRACTURED,test
C:/Users/Ankit/.cache/kagglehub/datasets/devbatrax/fracture-detection-using-x-ray-images/versions/1/data/train/not fractured/39-rotated3-rotated1.jpg,NOT_FRACTURED,train
C:/Users/Ankit/.cache/kagglehub/datasets/devbatrax/fracture-detection-using-x-ray-images/versions/1/data/train/not fractured/15-rotated3-rotated2-rotated2.jpg,NOT_FRACTURED,train
C:/Users/Ankit/.cache/kagglehub/datasets/devbatrax/fracture-detection-using-x-ray-images/versions/1/data/train/not fractured/36-rotated3-rotated1-rotated1-rotated1.jpg,NOT_FRACTURED,train
C:/Users/Ankit/.cache/kagglehub/datasets/devbatrax/fracture-detection-using-x-ray-images/versions/1/data/train/fractured/46-rotated1-rotated2.jpg,FRACTURED,train
C:/Users/Ankit/.cache/kagglehub/datasets/devbatrax/fracture-detection-using-x-ray-images/versions/1/data/train/not fractured/37-rotated1-rotated3-rotated1.jpg,NOT_FRACTURED,train
C:/Users/Ankit/.cache/kagglehub/datasets/devbatrax/fracture-detection-using-x-ray-images/versions/1/data/val/not fractured/2-rotated1-rotated3-rotated2.jpg,NOT_FRACTURED,test
C:/Users/Ankit/.cache/kagglehub/datasets/devbatrax/fracture-detection-using-x-ray-images/versions/1/data/train/fractured/64-rotated3-rotated2-rotated2.jpg,FRACTURED,train
C:/Users/Ankit/.cache/kagglehub/datasets/devbatrax/fracture-detection-using-x-ray-images/versions/1/data/train/fractured/70-rotated1-rotated1-rotated1.jpg,FRACTURED,train
C:/Users/Ankit/.cache/kagglehub/datasets/devbatrax/fracture-detection-using-x-ray-images/versions/1/data/train/fractured/117-rotated1-rotated3-rotated1.jpg,FRACTURED,val
C:/Users/Ankit/.cache/kagglehub/datasets/devbatrax/fracture-detection-using-x-ray-images/versions/1/data/train/fractured/57-rotated1-rotated3.jpg,FRACTURED,train
C:/Users/Ankit/.cache/kagglehub/datasets/devbatrax/fracture-detection-using-x-ray-images/versions/1/data/train/fractured/41-rotated3-rotated2-rotated1.jpg,FRACTURED,train
C:/Users/Ankit/.cache/kagglehub/datasets/devbatrax/fracture-detection-using-x-ray-images/versions/1/data/train/fractured/73-rotated2-rotated1-rotated3.jpg,FRACTURED,train
C:/Users/Ankit/.cache/kagglehub/datasets/devbatrax/fracture-detection-using-x-ray-images/versions/1/data/train/fractured/70-rotated2-rotated2-rotated2.jpg,FRACTURED,test
C:/Users/Ankit/.cache/kagglehub/datasets/devbatrax/fracture-detection-using-x-ray-images/versions/1/data/val/not fractured/4-rotated2-rotated1-rotated1.jpg,NOT_FRACTURED,train
C:/Users/Ankit/.cache/kagglehub/datasets/devbatrax/fracture-detection-using-x-ray-images/versions/1/data/train/not fractured/4-rotated2-rotated3-rotated1-rotated1.jpg,NOT_FRACTURED,train
C:/Users/Ankit/.cache/kagglehub/datasets/devbatrax/fracture-detection-using-x-ray-images/versions/1/data/train/not fractured/46-rotated3-rotated3-rotated3.jpg,NOT_FRACTURED,train
C:/Users/Ankit/.cache/kagglehub/datasets/devbatrax/fracture-detection-using-x-ray-images/versions/1/data/train/fractured/20-rotated3-rotated2-rotated1.jpg,FRACTURED,test
C:/Users/Ankit/.cache/kagglehub/datasets/devbatrax/fracture-detection-using-x-ray-images/versions/1/data/train/fractured/39-rotated3-rotated2-rotated1.jpg,FRACTURED,train
C:/Users/Ankit/.cache/kagglehub/datasets/devbatrax/fracture-detection-using-x-ray-images/versions/1/data/train/not fractured/25-rotated1-rotated3-rotated3-rotated1.jpg,NOT_FRACTURED,train
C:/Users/Ankit/.cache/kagglehub/datasets/devbatrax/fracture-detection-using-x-ray-images/versions/1/data/train/not fractured/18-rotated1-rotated3-rotated1.jpg,NOT_FRACTURED,train
C:/Users/Ankit/.cache/kagglehub/datasets/devbatrax/fracture-detection-using-x-ray-images/versions/1/data/val/fractured/2-rotated1-rotated3-rotated1.jpg,FRACTURED,train
C:/Users/Ankit/.cache/kagglehub/datasets/devbatrax/fracture-detection-using-x-ray-images/versions/1/data/train/not fractured/6-rotated1-rotated1-rotated3.jpg,NOT_FRACTURED,train
C:/Users/Ankit/.cache/kagglehub/datasets/devbatrax/fracture-detection-using-x-ray-images/versions/1/data/train/not fractured/28-rotated3-rotated3-rotated2.jpg,NOT_FRACTURED,train
C:/Users/Ankit/.cache/kagglehub/datasets/devbatrax/fracture-detection-using-x-ray-images/versions/1/data/val/fractured/3-rotated1-rotated1-rotated1.jpg,FRACTURED,train
C:/Users/Ankit/.cache/kagglehub/datasets/devbatrax/fracture-detection-using-x-ray-images/versions/1/data/train/not fractured/34-rotated2-rotated1-rotated3-rotated1.jpg,NOT_FRACTURED,val
C:/Users/Ankit/.cache/kagglehub/datasets/devbatrax/fracture-detection-using-x-ray-images/versions/1/data/train/not fractured/61-rotated2-rotated2-rotated3.jpg,NOT_FRACTURED,train
C:/Users/Ankit/.cache/kagglehub/datasets/devbatrax/fracture-detection-using-x-ray-images/versions/1/data/train/not fractured/42-rotated1-rotated1-rotated1-rotated1.jpg,NOT_FRACTURED,train
C:/Users/Ankit/.cache/kagglehub/datasets/devbatrax/fracture-detection-using-x-ray-images/versions/1/data/train/not fractured/43-rotated3-rotated3-rotated1-rotated1.jpg,NOT_FRACTURED,train
C:/Users/Ankit/.cache/kagglehub/datasets/devbatrax/fracture-detection-using-x-ray-images/versions/1/data/val/not fractured/1-rotated3-rotated3-rotated1-rotated1.jpg,NOT_FRACTURED,train
C:/Users/Ankit/.cache/kagglehub/datasets/devbatrax/fracture-detection-using-x-ray-images/versions/1/data/train/fractured/119-rotated3-rotated1-rotated2.jpg,FRACTURED,train
C:/Users/Ankit/.cache/kagglehub/datasets/devbatrax/fracture-detection-using-x-ray-images/versions/1/data/train/not fractured/8-rotated2-rotated1-rotated2.jpg,NOT_FRACTURED,train
C:/Users/Ankit/.cache/kagglehub/datasets/devbatrax/fracture-detection-using-x-ray-images/versions/1/data/train/fractured/104.jpg,FRACTURED,train
C:/Users/Ankit/.cache/kagglehub/datasets/devbatrax/fracture-detection-using-x-ray-images/versions/1/data/train/not fractured/26-rotated2-rotated2-rotated3.jpg,NOT_FRACTURED,val
C:/Users/Ankit/.cache/kagglehub/datasets/devbatrax/fracture-detection-using-x-ray-images/versions/1/data/train/not fractured/29-rotated1-rotated2.jpg,NOT_FRACTURED,train
C:/Users/Ankit/.cache/kagglehub/datasets/devbatrax/fracture-detection-using-x-ray-images/versions/1/data/train/not fractured/58-rotated2-rotated2.jpg,NOT_FRACTURED,train
C:/Users/Ankit/.cache/kagglehub/datasets/devbatrax/fracture-detection-using-x-ray-images/versions/1/data/train/fractured/38-rotated1-rotated2-rotated3.jpg,FRACTURED,test
C:/Users/Ankit/.cache/kagglehub/datasets/devbatrax/fracture-detection-using-x-ray-images/versions/1/data/train/fractured/93-rotated2-rotated2-rotated1.jpg,FRACTURED,train
C:/Users/Ankit/.cache/kagglehub/datasets/devbatrax/fracture-detection-using-x-ray-images/versions/1/data/train/not fractured/16-rotated3-rotated1-rotated2-rotated1.jpg,NOT_FRACTURED,train
C:/Users/Ankit/.cache/kagglehub/datasets/devbatrax/fracture-detection-using-x-ray-images/versions/1/data/train/fractured/51-rotated3-rotated2-rotated2.jpg,FRACTURED,train
C:/Users/Ankit/.cache/kagglehub/datasets/devbatrax/fracture-detection-using-x-ray-images/versions/1/data/train/fractured/109-rotated3-rotated1-rotated2.jpg,FRACTURED,train
C:/Users/Ankit/.cache/kagglehub/datasets/devbatrax/fracture-detection-using-x-ray-images/versions/1/data/train/fractured/59-rotated1.jpg,FRACTURED,train
C:/Users/Ankit/.cache/kagglehub/datasets/devbatrax/fracture-detection-using-x-ray-images/versions/1/data/train/fractured/61-rotated2.jpg,FRACTURED,train
C:/Users/Ankit/.cache/kagglehub/datasets/devbatrax/fracture-detection-using-x-ray-images/versions/1/data/train/not fractured/67-rotated1-rotated2.jpg,NOT_FRACTURED,train
C:/Users/Ankit/.cache/kagglehub/datasets/devbatrax/fracture-detection-using-x-ray-images/versions/1/data/train/fractured/13-rotated2-rotated1.jpg,FRACTURED,train
C:/Users/Ankit/.cache/kagglehub/datasets/devbatrax/fracture-detection-using-x-ray-images/versions/1/data/train/not fractured/27-rotated2-rotated1-rotated2-rotated1.jpg,NOT_FRACTURED,test
C:/Users/Ankit/.cache/kagglehub/datasets/devbatrax/fracture-detection-using-x-ray-images/versions/1/data/val/not fractured/1-rotated3-rotated3-rotated2.jpg,NOT_FRACTURED,test
C:/Users/Ankit/.cache/kagglehub/datasets/devbatrax/fracture-detection-using-x-ray-images/versions/1/data/train/not fractured/45-rotated1-rotated3-rotated2.jpg,NOT_FRACTURED,train
C:/Users/Ankit/.cache/kagglehub/datasets/devbatrax/fracture-detection-using-x-ray-images/versions/1/data/train/fractured/12-rotated2-rotated1-rotated3.jpg,FRACTURED,test
C:/Users/Ankit/.cache/kagglehub/datasets/devbatrax/fracture-detection-using-x-ray-images/versions/1/data/train/fractured/49-rotated2-rotated2-rotated1.jpg,FRACTURED,test
C:/Users/Ankit/.cache/kagglehub/datasets/devbatrax/fracture-detection-using-x-ray-images/versions/1/data/train/fractured/16-rotated1-rotated2-rotated2.jpg,FRACTURED,train
C:/Users/Ankit/.cache/kagglehub/datasets/devbatrax/fracture-detection-using-x-ray-images/versions/1/data/train/not fractured/10-rotated2-rotated1-rotated1-rotated1.jpg,NOT_FRACTURED,train
C:/Users/Ankit/.cache/kagglehub/datasets/devbatrax/fracture-detection-using-x-ray-images/versions/1/data/train/not fractured/54-rotated1-rotated3-rotated3-rotated1.jpg,NOT_FRACTURED,train
C:/Users/Ankit/.cache/kagglehub/datasets/devbatrax/fracture-detection-using-x-ray-images/versions/1/data/train/not fractured/69-rotated2-rotated2-rotated2-rotated1.jpg,NOT_FRACTURED,train
C:/Users/Ankit/.cache/kagglehub/datasets/devbatrax/fracture-detection-using-x-ray-images/versions/1/data/train/fractured/12-rotated2-rotated3-rotated2.jpg,FRACTURED,train
C:/Users/Ankit/.cache/kagglehub/datasets/devbatrax/fracture-detection-using-x-ray-images/versions/1/data/val/fractured/2-rotated3-rotated1-rotated3.jpg,FRACTURED,train
C:/Users/Ankit/.cache/kagglehub/datasets/devbatrax/fracture-detection-using-x-ray-images/versions/1/data/train/not fractured/10-rotated2-rotated1-rotated2.jpg,NOT_FRACTURED,train
C:/Users/Ankit/.cache/kagglehub/datasets/devbatrax/fracture-detection-using-x-ray-images/versions/1/data/train/not fractured/64-rotated3-rotated1-rotated3.jpg,NOT_FRACTURED,train
C:/Users/Ankit/.cache/kagglehub/datasets/devbatrax/fracture-detection-using-x-ray-images/versions/1/data/train/not fractured/61-rotated2-rotated2-rotated1-rotated1.jpg,NOT_FRACTURED,train
C:/Users/Ankit/.cache/kagglehub/datasets/devbatrax/fracture-detection-using-x-ray-images/versions/1/data/val/not fractured/1-rotated3-rotated2-rotated3.jpg,NOT_FRACTURED,train
C:/Users/Ankit/.cache/kagglehub/datasets/devbatrax/fracture-detection-using-x-ray-images/versions/1/data/val/fractured/4-rotated2-rotated1-rotated2.jpg,FRACTURED,train
C:/Users/Ankit/.cache/kagglehub/datasets/devbatrax/fracture-detection-using-x-ray-images/versions/1/data/train/fractured/50-rotated1.jpg,FRACTURED,train
C:/Users/Ankit/.cache/kagglehub/datasets/devbatrax/fracture-detection-using-x-ray-images/versions/1/data/train/not fractured/52-rotated2-rotated1-rotated3-rotated1.jpg,NOT_FRACTURED,train
C:/Users/Ankit/.cache/kagglehub/datasets/devbatrax/fracture-detection-using-x-ray-images/versions/1/data/train/fractured/94-rotated1-rotated2-rotated3.jpg,FRACTURED,train
C:/Users/Ankit/.cache/kagglehub/datasets/devbatrax/fracture-detection-using-x-ray-images/versions/1/data/train/fractured/27-rotated2.jpg,FRACTURED,train
C:/Users/Ankit/.cache/kagglehub/datasets/devbatrax/fracture-detection-using-x-ray-images/versions/1/data/train/not fractured/39-rotated1-rotated3-rotated3-rotated1.jpg,NOT_FRACTURED,train
C:/Users/Ankit/.cache/kagglehub/datasets/devbatrax/fracture-detection-using-x-ray-images/versions/1/data/train/fractured/61-rotated3-rotated2-rotated1.jpg,FRACTURED,train
C:/Users/Ankit/.cache/kagglehub/datasets/devbatrax/fracture-detection-using-x-ray-images/versions/1/data/val/not fractured/2-rotated2-rotated3-rotated2-rotated1.jpg,NOT_FRACTURED,train
C:/Users/Ankit/.cache/kagglehub/datasets/devbatrax/fracture-detection-using-x-ray-images/versions/1/data/train/fractured/17-rotated1-rotated2-rotated1.jpg,FRACTURED,train
C:/Users/Ankit/.cache/kagglehub/datasets/devbatrax/fracture-detection-using-x-ray-images/versions/1/data/train/fractured/68-rotated1-rotated1-rotated3.jpg,FRACTURED,train
C:/Users/Ankit/.cache/kagglehub/datasets/devbatrax/fracture-detection-using-x-ray-images/versions/1/data/train/not fractured/26-rotated1-rotated1-rotated3.jpg,NOT_FRACTURED,train
C:/Users/Ankit/.cache/kagglehub/datasets/devbatrax/fracture-detection-using-x-ray-images/versions/1/data/train/fractured/115-rotated1-rotated1-rotated2.jpg,FRACTURED,train
